name,score,developer,publisher,owners,players_forever,players_2weeks,score_ratio(+to-),days_since_sale,average_days_per_sale,average_days_per_sale_variance 
The Butterfly Sign,22,"Quantum Phoenix Studio, Dennis Esie",Quantum Phoenix,170226,159799,1569,1.93,-1.00,-1.00,-1.00
Medieval: Total War - Collection,24,Creative Assembly,SEGA,137901,48487,2085,2.09,-1.00,-1.00,-1.00
Gigantic,28,Motiga Inc.,Perfect World Entertainment,1495017,1069582,25808,2.42,-1.00,-1.00,-1.00
Loco Dojo,100,Make Real,Make Real,2085,1564,1555,19.00,-1.00,-1.00,-1.00
Bicyclism EP,47,Acid Cat,Acid Cat,3128,2607,0,4.00,-1.00,-1.00,-1.00
Sky Climbers,,,THGS Inc,1564,784,0,3.00,-1.00,-1.00,-1.00
RiotZ,,Triple Rush Games,Triple Rush Games,82376,80551,1569,0.00,-1.00,-1.00,-1.00
Distant Star: Revenant Fleet,19,Blazing Griffin Ltd.,Blazing Griffin Ltd.,21897,16684,0,1.74,-1.00,-1.00,-1.00
Cortex Command,42,Data Realms,"Data Realms, LLC",228619,134773,4171,3.66,-1.00,-1.00,-1.00
Drunkn Bar Fight,56,The Munky,The Munky,10949,10688,1171,5.26,-1.00,-1.00,-1.00
Power War:The First Men,,"Andrea Mancuso, Graziano Ferraro",Ferman Studio,785,785,785,0.00,-1.00,-1.00,-1.00
Marwin and The Evolution Stone,12,Alp Güleç,Alp Güleç,8342,5735,0,1.25,-1.00,-1.00,-1.00
Deadly Animal Duel,,Night Animals,New Reality Games,98017,74816,27893,0.00,-1.00,-1.00,-1.00
Kautic,,Bad Coffee Games,Bad Coffee Games,1043,784,0,2.00,-1.00,-1.00,-1.00
Tumbleweed Express,78,"The Dirigiballers, LLC","The Dirigiballers, LLC",3910,3389,0,10.57,-1.00,-1.00,-1.00
Copter and Sky,28,"Kopnin Pavel, Kopnina Ksenia",Fly Dream Dev,8863,2346,0,2.35,-1.00,-1.00,-1.00
Nation Red,67,DiezelPower,DiezelPower,332371,289097,2607,7.63,-1.00,-1.00,-1.00
Streamline,19,Frostcloud Studios,Frostcloud Studios,22419,4314,784,1.76,-1.00,-1.00,-1.00
Uncraft World,62,Studio TeamShuriken,Studio TeamShuriken,11209,8603,784,6.15,-1.00,-1.00,-1.00
Resident Evil: Operation Raccoon City,11,Slant Six Games,Capcom Co. Ltd,153542,119132,1564,1.17,-1.00,-1.00,-1.00
Lethal Brutal Racing,18,Petrodiy-Games,Atriagames,147025,90978,1961,1.66,-1.00,-1.00,-1.00
Edgar,100,Lucas Parise,Lucas Parise,1562,0,0,9.00,-1.00,-1.00,-1.00
ZRoll,19,"KxONE, Andrew Drumov, starmops",starmops,225751,220016,1570,1.72,-1.00,-1.00,-1.00
Achievement Hunter: Dogger,9,putilin_industries,putilin_industries,2085,1564,0,1.06,-1.00,-1.00,-1.00
Plazma Being,42,Felix Wunderlich,Felix Wunderlich,127735,82897,784,3.66,-1.00,-1.00,-1.00
Darksiders Warmastered Edition,62,"KAIKO, Vigil Games",THQ Nordic,2784876,504943,16684,6.20,-1.00,-1.00,-1.00
Xam,,LLC Anngames,LLC Anngames,374601,43795,0,0.00,-1.00,-1.00,-1.00
Space Merchants: Arena,37,Playito.com,Playito.com,26329,24765,16944,3.00,-1.00,-1.00,-1.00
SoulFrost,,Xitilon,Xitilon,10949,0,0,0.00,-1.00,-1.00,-1.00
Zenzizenzic,78,bitHuffel,Adult Swim Games,10688,4953,0,11.33,-1.00,-1.00,-1.00
Lance A Lot: Enhanced Edition,92,Rocket Hammer,Rocket Hammer,5735,2085,0,21.00,-1.00,-1.00,-1.00
Judge Dredd: Dredd vs. Death,65,Rebellion,Rebellion,70384,35974,0,6.87,-1.00,-1.00,-1.00
Toto Temple Deluxe,82,Juicy Beast,Juicy Beast,4432,2607,0,11.67,-1.00,-1.00,-1.00
Impulse of War,24,Dmitry Medvedev,Dmitry Medvedev,146765,108705,2868,2.11,-1.00,-1.00,-1.00
Death is better than Hell,16,"Polina Alekseevna, EHTechnology","Polina Alekseevna, EHTechnology",49790,46402,10167,1.55,-1.00,-1.00,-1.00
NeXus: One Core,28,Hyde Games,BulkyPix,14859,1171,0,2.40,-1.00,-1.00,-1.00
Friday Night Bullet Arena,100,Red Nexus Games Inc.,Red Nexus Games Inc.,3910,3389,0,4.00,-1.00,-1.00,-1.00
Spear of Destiny,56,id Software,id Software,272674,45098,0,5.39,-1.00,-1.00,-1.00
Spellblast,,Tonal Recall Games,Forever Humble PDX,9385,5214,0,1.50,-1.00,-1.00,-1.00
Toy Soldiers: War Chest,9,"Signal Studios, Krome Studios",Ubisoft,14598,10688,784,1.05,-1.00,-1.00,-1.00
Lupinball,100,Craftven,Craftven,2085,2085,784,44.00,-1.00,-1.00,-1.00
Wanderlust: Rebirth,9,Yeti Trunk,Chucklefish,196034,140769,0,1.07,-1.00,-1.00,-1.00
Kebab it Up!,89,Bidoniera Games,Bidoniera Games,1303,1176,1570,18.00,-1.00,-1.00,-1.00
Procyon,67,Deadly Red Cube,Deadly Red Cube,25026,15380,0,7.54,-1.00,-1.00,-1.00
Volgarr the Viking,51,Crazy Viking Studios,Adult Swim Games,279452,171529,1303,4.76,-1.00,-1.00,-1.00
F.E.A.R.,,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,1290381,181435,1825,0.00,-1.00,-1.00,-1.00
Insurgency,78,New World Interactive,New World Interactive,5012672,4121919,449157,10.20,-1.00,-1.00,-1.00
Rogue Trooper Redux,19,TickTock Games,Rebellion,1043,0,0,1.74,-1.00,-1.00,-1.00
Swingin Swiggins,100,"Jason Chalky, Timothy Janssen, Jesse Mangano, Chris Aguilar, Brad Fairley, Andy Montgomery, Jacob Travis",Jason Chalky,4432,784,0,2.00,-1.00,-1.00,-1.00
GundeadliGne,56,Platine Dispositif,Rockin' Android,61782,23201,0,5.43,-1.00,-1.00,-1.00
Putty Pals,100,Harmonious Games,Harmonious Games,1303,1303,781,21.00,-1.00,-1.00,-1.00
Dragonflight,10,Blackthorn Media Inc,Blackthorn Media Inc,3128,2607,785,1.09,-1.00,-1.00,-1.00
Masky,49,Digital Melody,Forever Entertainment S. A.,10688,6256,0,4.42,-1.00,-1.00,-1.00
Sublevel Zero Redux,71,Sigtrap,Sigtrap,22940,19030,784,8.37,-1.00,-1.00,-1.00
BULLET SOUL INFINITE BURST /  -  -,65,"MAGES. Inc., Tachyon Inc.,",MAGES. Inc.,1569,784,0,7.00,-1.00,-1.00,-1.00
Lucius Demake,95,Shiver Games,Shiver Games,32325,13556,0,25.00,-1.00,-1.00,-1.00
ARK: Survival Evolved,24,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,5821832,5571055,586015,2.05,-1.00,-1.00,-1.00
Link: The Unleashed Nexus,56,Reminisce,Reminisce,2868,1825,0,5.25,-1.00,-1.00,-1.00
My Own Little Planet,14,Lucas Parise,Lucas Parise,2346,1564,0,1.43,-1.00,-1.00,-1.00
Stairs,39,GreyLight Entertainment,Digital Tribe,9385,5996,0,3.20,-1.00,-1.00,-1.00
Brother Wings,24,Brogames,Brogames,104273,102448,1176,2.06,-1.00,-1.00,-1.00
Strange Things,,Dexion Games,Dexion Games,4953,784,0,0.00,-1.00,-1.00,-1.00
Survive Me Miolhr,,Miolhr SM,Miolhr SM,14859,8342,0,0.83,-1.00,-1.00,-1.00
Toxic Terror,30,Fascimania,Fascimania,2868,2868,0,2.50,-1.00,-1.00,-1.00
Grand Theft Auto,62,Rockstar North,Rockstar Games,612605,197337,1555,6.64,-1.00,-1.00,-1.00
Moccasin,11,YarGri,YarGri,170226,154846,0,1.21,-1.00,-1.00,-1.00
Freespace 2,30,Volition Inc,Interplay Corp,29979,17205,785,2.55,-1.00,-1.00,-1.00
Star Horizon,13,Orbital Knight,Orbital Knight,25286,8603,0,1.29,-1.00,-1.00,-1.00
Warp Rider,,Electric Root,VT Publishing,5735,2342,0,0.00,-1.00,-1.00,-1.00
Ninja Pizza Girl,53,Disparity Games,Disparity Games,119132,27632,1561,5.23,-1.00,-1.00,-1.00
TOTM,7,Juniper Games,Juniper GmbH,2085,781,0,0.86,-1.00,-1.00,-1.00
Megamagic: Wizards of the Neon Age,49,BeautiFun Games,BeautiFun Games,16684,11209,781,4.33,-1.00,-1.00,-1.00
Tank Battle Mania,21,,,39363,5735,1043,1.83,-1.00,-1.00,-1.00
Tales Of Glory,74,BlackTale Games,BlackTale Games,2346,2085,778,9.88,-1.00,-1.00,-1.00
Redie,62,Rückert Broductions,Rückert Broductions,1825,1825,784,6.22,-1.00,-1.00,-1.00
Omni Link,100,Eldon Harris,Roencia Game Creators,1961,1176,0,27.00,-1.00,-1.00,-1.00
Gundemonium Recollection,89,Platine Dispositif,Rockin' Android,59175,21376,778,17.86,-1.00,-1.00,-1.00
Curse of the Crescent Isle DX,37,Adam Mowery,Adam Mowery,8863,6256,0,3.00,-1.00,-1.00,-1.00
Diehard Dungeon,39,Tricktale,Tricktale,66735,49008,0,3.23,-1.00,-1.00,-1.00
Pinkman,99,Green Dinosaur Games,Green Dinosaur Games,4171,2868,0,79.50,-1.00,-1.00,-1.00
Rage Runner,11,Hypercane Studios,Plug In Digital,17726,11731,0,1.16,-1.00,-1.00,-1.00
Guns'n'Stories: Bulletproof VR,95,MIROWIN,MIROWIN,3389,2346,778,31.00,-1.00,-1.00,-1.00
Nightork Adventures - Beyond the Moons of Shadalee,,Warptear Entertainment,Warptear Entertainment,34410,29718,0,3.25,-1.00,-1.00,-1.00
Fake/SuperSonia,,Fake GO,Fake GO,8081,0,0,0.00,-1.00,-1.00,-1.00
The Flame in the Flood,39,The Molasses Flood,"The Molasses Flood, Curve Digital",383204,186128,4692,3.17,-1.00,-1.00,-1.00
Red Faction II,9,"Volition, Inc.",THQ Nordic,523451,119393,1561,1.03,-1.00,-1.00,-1.00
OMG Zombies!,44,Laughing Jackal LTD,Ghostlight LTD,28675,19551,0,3.78,-1.00,-1.00,-1.00
Run Of Mydan,82,Virtew,Virtew,3910,1171,0,12.00,-1.00,-1.00,-1.00
Bloodsports.TV,47,"Toadman Interactive, Fatshark",Fatshark,89414,50312,0,4.08,-1.00,-1.00,-1.00
Cavern Crumblers,,Asymptotic Games,Asymptotic Games,785,0,0,0.00,-1.00,-1.00,-1.00
Clean'Em Up,92,"Amidos, Big O, Bauer",Amidos,30761,7299,0,19.00,-1.00,-1.00,-1.00
Forsaken Isle,33,Smoodlez,Smoodlez,18769,15902,1555,2.81,-1.00,-1.00,-1.00
Roguelands,49,SmashGames,SmashGames,253123,208546,6517,4.48,-1.00,-1.00,-1.00
Top Hat,22,N94Games,N94Games,22158,4171,0,1.86,-1.00,-1.00,-1.00
Airships: Conquer the Skies,95,David Stark,David Stark,40145,39102,1303,30.78,-1.00,-1.00,-1.00
Far Space Halloween edition,28,Alexey Glinskiy,Alexey Glinskiy,11731,3910,778,2.36,-1.00,-1.00,-1.00
DisneyPixar Cars 2: The Video Game,10,Avalanche Software,Disney Interactive,14859,6778,784,1.09,-1.00,-1.00,-1.00
Horror Hospital,3,KNP,KNP,151457,129559,781,0.55,-1.00,-1.00,-1.00
Resin,51,rinberd,rinberd,1303,1171,0,4.86,-1.00,-1.00,-1.00
Pound of Ground,17,Centauri Production,Bohemia Interactive,23722,11991,0,1.61,-1.00,-1.00,-1.00
Turok,92,"Iguana Entertainment, Nightdive Studios",Nightdive Studios,84461,69342,3139,22.13,-1.00,-1.00,-1.00
Rage Room,16,Lockem Reality Inc,Lockem Reality Inc,1043,782,785,1.50,-1.00,-1.00,-1.00
Dead Space 2,89,Visceral Games,Electronic Arts,1438709,702280,9385,17.64,-1.00,-1.00,-1.00
Astebreed: Definitive Edition,74,Edelweiss,AGM PLAYISM,135294,87329,784,9.11,-1.00,-1.00,-1.00
Dirty Bomb,47,Splash Damage,Warchest Ltd.,8702900,5828610,131124,4.11,-1.00,-1.00,-1.00
Zero-G,53,Søren Trautner Madsen,Trautner Games,1953,1953,0,5.00,-1.00,-1.00,-1.00
Trivia Vault: Mixed Trivia,,Ripknot Systems,Ripknot Systems,3128,781,785,0.00,-1.00,-1.00,-1.00
Unnamed Fiasco,,Unnamed Fiasco Team,Unnamed Fiasco Team,4432,2868,0,4.00,-1.00,-1.00,-1.00
Halloween Mysteries,21,"Vyacheslav Ozolnieks, Andrey Omelchenko, Andrey Kashin",Vyacheslav Ozolnieks,29196,28675,778,1.83,-1.00,-1.00,-1.00
Downward Spiral: Prologue,53,3rd Eye Studios Oy LTD,3rd Eye Studios Oy LTD,5214,1569,0,5.00,-1.00,-1.00,-1.00
Pixel Russia Streets,2,"SharkJaws, Blue Whale Games",Blue Whale Games,4171,3128,785,0.46,-1.00,-1.00,-1.00
Swaps and Traps,,TeamTrap,TeamTrap,1570,0,0,0.00,-1.00,-1.00,-1.00
Strike Force: Arctic Storm,0,West Forest Games,West Forest Games,1953,778,0,0.17,-1.00,-1.00,-1.00
Daddy's gone a-hunting,,Wojciech Krupinski,KrupinskiArt,1825,0,0,0.00,-1.00,-1.00,-1.00
Heroes Never Lose: Professor Puzzler's Perplexing Ploy,67,Magic Pants,Spearhead,2868,2346,0,7.75,-1.00,-1.00,-1.00
Disputed Space,14,ShilohGames,ShilohGames,3910,2868,0,1.41,-1.00,-1.00,-1.00
8-Bit Armies: Arena,39,Petroglyph,Petroglyph,7560,7038,1570,3.18,-1.00,-1.00,-1.00
Lugaru HD,42,Wolfire Games,Wolfire Games,177786,55786,784,3.56,-1.00,-1.00,-1.00
Looterkings,56,Looterkings,Headup Games,15902,13034,778,5.59,-1.00,-1.00,-1.00
Noob Squad,5,Antonio Renna,Antonio Renna,32064,23201,1303,0.78,-1.00,-1.00,-1.00
Doorways: Holy Mountains of Flesh,56,Saibot Studios,Saibot Studios,51876,35714,0,5.62,-1.00,-1.00,-1.00
Dragon Knight,47,SakuraGame,SakuraGame,74034,44837,1825,4.10,-1.00,-1.00,-1.00
DEAD RISING,74,Capcom,Capcom,150153,84201,3906,9.40,-1.00,-1.00,-1.00
Iron Snout,99,SnoutUp,SnoutUp,1274218,1094086,30239,54.90,-1.00,-1.00,-1.00
They Breathe,53,The Working Parts,The Working Parts,63346,41970,785,4.92,-1.00,-1.00,-1.00
Lethe - Episode One,74,"KoukouStudios, Faber Interactive",Faber Interactive,11731,8342,1555,9.47,-1.00,-1.00,-1.00
Continue?9876543210,13,Jason Oda,Jason Oda,23201,12773,0,1.35,-1.00,-1.00,-1.00
Slam Bolt Scrappers,10,Fire Hose Games,Fire Hose Games,35453,17466,0,1.12,-1.00,-1.00,-1.00
"I, Gladiator",18,Steel Monkeys,Next Dimension Game Adventures Ltd.,16944,10427,0,1.67,-1.00,-1.00,-1.00
Insincere,11,Astronomic Games,New Reality Games,281798,227576,3910,1.17,-1.00,-1.00,-1.00
Halo: Spartan Assault,47,"Vanguard Games, 343 Industries",Microsoft Studios,385811,302914,2353,4.16,-1.00,-1.00,-1.00
Bloody Skyscraper,,Nedodnb,Dagestan Technology,785,0,0,0.00,-1.00,-1.00,-1.00
Long Night,9,Trickster Face,Trickster Face,15120,2868,0,1.03,-1.00,-1.00,-1.00
Poi,78,PolyKid,PolyKid,72470,20594,0,11.14,-1.00,-1.00,-1.00
TerraTech,51,Payload Studios,Payload Studios,280495,273456,23201,4.72,-1.00,-1.00,-1.00
Reginald Does His Thang,,Epic Banana Games LLC,Epic Banana Games LLC,785,0,0,0.00,-1.00,-1.00,-1.00
Meow Go,21,Youxicehuahuisuo,Tengenstudio,5996,2868,785,1.84,-1.00,-1.00,-1.00
Gnome Light,,Palfrey Games,PalfreyGames,10167,0,0,0.00,-1.00,-1.00,-1.00
Exteria,8,Mysteria Studio,Mysteria Studio,7038,5214,0,0.93,-1.00,-1.00,-1.00
Sweaty Palms,,Delattre & Harger,Delattre & Harger,1172,1172,0,0.00,-1.00,-1.00,-1.00
Soda Drinker Pro,78,Snowrunner Games,Snowrunner Games,7299,5214,781,10.76,-1.00,-1.00,-1.00
The Longest Journey,82,Funcom,Funcom,242174,131124,1562,13.04,-1.00,-1.00,-1.00
Steampunk Syndicate,13,Stereo7 Games,Stereo7 Games,68299,63085,0,1.32,-1.00,-1.00,-1.00
Rooks Keep,28,RuneStorm,RuneStorm,33889,15902,785,2.33,-1.00,-1.00,-1.00
JUMP,23,Endeavor One Inc.,Endeavor One Inc.,1303,1303,0,2.00,-1.00,-1.00,-1.00
Knight of the Hamsters,23,Johnny Death Games,Red Fly Studio,782,785,0,2.00,-1.00,-1.00,-1.00
Scooby Doo! & Looney Tunes Cartoon Universe: Adventure,6,WayForward Technologies Inc.,Warner Bros. Interactive Entertainment,4953,2346,778,0.82,-1.00,-1.00,-1.00
Nanobots,18,Diego Rodrigues,Diego Rodrigues,27632,26068,778,1.67,-1.00,-1.00,-1.00
Orcs Must Die!,95,Robot Entertainment,Robot Entertainment,1524995,934288,2607,32.31,-1.00,-1.00,-1.00
Vaccine War,35,Games For Tutti,Games For Tutti,3650,785,0,2.86,-1.00,-1.00,-1.00
Cinemaware Anthology: 1986-1991,35,Cinemaware,Cinemaware,16944,8863,0,2.92,-1.00,-1.00,-1.00
johnsgame,,"GCRH, Daynar",GCRH,5474,781,0,0.00,-1.00,-1.00,-1.00
Arena,,Surreal Games,Surreal Games,2868,0,0,0.00,-1.00,-1.00,-1.00
Half-Life 2: Lost Coast,56,Valve,Valve,15770797,2997072,11991,5.47,-1.00,-1.00,-1.00
Retro Space Shooter,,Dexion Games,Dexion Games,2868,0,0,0.00,-1.00,-1.00,-1.00
Dino Eggs: Rebirth,28,"David H Schroeder, Eric Ferrot",David H Schroeder,3910,0,0,2.40,-1.00,-1.00,-1.00
Arcade Saga,37,2 Bears Studio,Vive Studios,1825,1564,0,3.00,-1.00,-1.00,-1.00
Torgar's Quest,67,Tagunda LLC,Tagunda LLC,1562,1172,0,8.00,-1.00,-1.00,-1.00
Happy Singh Adventures,,Shrimasis Rout,Seed Games LLP,39624,38842,10949,0.00,-1.00,-1.00,-1.00
SHOGUN: Total War - Collection,47,Creative Assembly,SEGA,175700,44316,782,4.18,-1.00,-1.00,-1.00
UFO - Unfortunately Fortunate Organisms,86,Rebourne Studios,Back To Basics Gaming,782,781,0,14.00,-1.00,-1.00,-1.00
WOLFLAME,82,ASTRO PORT,Nyu Media,1303,1043,0,13.00,-1.00,-1.00,-1.00
Secret Agent,74,3D Realms (Apogee Software),3D Realms (Apogee Software),69081,5996,784,9.50,-1.00,-1.00,-1.00
Cult of the Wind,9,North of Earth,North of Earth,175179,32846,0,1.04,-1.00,-1.00,-1.00
Collisions,47,2DEngine,2DEngine,46923,28675,778,4.26,-1.00,-1.00,-1.00
Vistascapes VR,5,Bird Man Games,Bird Man Games,1825,1564,0,0.76,-1.00,-1.00,-1.00
Superstatic,44,Sleepy Studios,Sleepy Studios,16944,14338,0,3.80,-1.00,-1.00,-1.00
/Gloria Sinica: Han Xiongnu Wars,5,"Chongqing Shangshixuan Technology Co., Ltd.,","Chongqing Shangshixuan Technology Co., Ltd.,",21115,20855,9906,0.73,-1.00,-1.00,-1.00
F.E.A.R. Online,,InPlay Interactive,Aeria Games Europe,995809,451764,0,0.69,-1.00,-1.00,-1.00
Dark and Light,11,Snail Games USA,Snail Games USA,192384,187431,17726,1.21,-1.00,-1.00,-1.00
Vzerthos: The Heir of Thunder,56,DarkDes Labs,DarkDes Labs,2085,1953,0,5.60,-1.00,-1.00,-1.00
Goro 2,22,VB Studio,VB Studio,1564,781,778,1.86,-1.00,-1.00,-1.00
Dead Horde,2,DnS Development,DnS Development,101927,69081,0,0.51,-1.00,-1.00,-1.00
Tales Runner,8,Rhaon Entertainment,OGPlanet,303956,122260,784,0.99,-1.00,-1.00,-1.00
ARMA: Gold Edition ,31,Bohemia Interactive,Bohemia Interactive,524494,101145,782,2.69,-1.00,-1.00,-1.00
Mistfal,9,Sergei Minin,Sergei Minin,7038,3910,0,1.00,-1.00,-1.00,-1.00
Pressure,47,Chasing Carrots,Chasing Carrots,789609,411618,8603,4.03,-1.00,-1.00,-1.00
  / Barrage Musical  ~A Fantasy of Tempest~,97,SlimeSmile,SlimeSmile,2346,2343,778,36.00,-1.00,-1.00,-1.00
Project Starship,56,xXarabongXx,New Reality Games,321422,255469,7560,5.33,-1.00,-1.00,-1.00
Devil May Cry 3 Special Edition,16,"CAPCOM Co., Ltd.",Capcom,237482,145722,1825,1.50,-1.00,-1.00,-1.00
The Sun Will Rise,11,The Sun Will Rise Team,The Sun Will Rise Team,19030,2346,0,1.16,-1.00,-1.00,-1.00
Descent: Underground,18,Descendent Studios Inc.,Descendent Studios Inc.,42491,33367,0,1.65,-1.00,-1.00,-1.00
Shadows of Kurgansk,23,Yadon Studio,Gaijin inCubator,7038,5735,0,2.02,-1.00,-1.00,-1.00
Hell Warders,49,Anti Gravity Game Studios,Anti Gravity Game Studios,1043,784,0,4.45,-1.00,-1.00,-1.00
Chaos Ride,,Sc0tt Games,Sc0tt Games,19030,3650,0,0.36,-1.00,-1.00,-1.00
Albedo: Eyes from Outer Space,12,Z4G0 and Ivan Venturi Productions,Merge Games,56047,26850,0,1.27,-1.00,-1.00,-1.00
VThree,17,2xMilk,2xMilk,5474,2085,0,1.59,-1.00,-1.00,-1.00
World of Speed,28,"Saber Interactive, Redemption Ark",Mad Dog Games LLC,2607,2607,784,2.40,-1.00,-1.00,-1.00
BROKE PROTOCOL: Online City RPG,28,Cylinder Studios,Cylinder Studios,12513,9385,2607,2.33,-1.00,-1.00,-1.00
Aliens: Colonial Marines Collection,11,Gearbox Software,SEGA,474704,393371,3128,1.21,-1.00,-1.00,-1.00
XO-Planets,65,Bohfam,Bohfam,1564,1569,0,7.00,-1.00,-1.00,-1.00
THE WALL ,71,ZuoBuLaiGame,ZuoBuLaiGame ,6778,5474,0,8.76,-1.00,-1.00,-1.00
DARK SOULS II,67,"FromSoftware, Inc","BANDAI NAMCO Entertainment, FromSoftware, Inc",1099561,1038040,23201,7.94,-1.00,-1.00,-1.00
Bad Rats Show,56,Invent4 Entretenimento,Strategy First,33628,13034,1569,5.37,-1.00,-1.00,-1.00
Pixel Puzzles 2: Anime,39,DL Softworks,KISS ltd,261726,162405,1561,3.30,-1.00,-1.00,-1.00
Explodemon,31,Curve Studios,Curve Digital,35453,6517,0,2.62,-1.00,-1.00,-1.00
Wave Magic VR,40,Overrun Games,Overrun Games,4432,1564,0,3.40,-1.00,-1.00,-1.00
Santa's vacation,,ElZzap Software,ElZzap Software,1172,0,0,0.00,-1.00,-1.00,-1.00
RefRain - prism memories -,100,RebRank,Degica,3128,2607,0,51.00,-1.00,-1.00,-1.00
Air Conflicts: Secret Wars,17,"Games Farm, 3Division",Games Farm,78987,37538,782,1.58,-1.00,-1.00,-1.00
Tiny Toyfare,47,Super Suite Studios,Super Suite Studios,13556,6778,0,4.00,-1.00,-1.00,-1.00
Life is Strange - Episode 1,95,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",5327056,3342477,98538,27.91,-1.00,-1.00,-1.00
Counter Fight,53,"Tricol Co., Ltd.","Tricol Co., Ltd.",3910,3910,0,5.20,-1.00,-1.00,-1.00
One Ship Two Ship Redshift Blueshift,92,HYPYRYL,HYPYRYL,7038,3910,0,19.50,-1.00,-1.00,-1.00
Way of Hero,4,Falcoware,Dark Light Studio,146504,140508,784,0.67,-1.00,-1.00,-1.00
Explosionade,67,Mommy's Best Games,Mommy's Best Games,17205,10949,784,8.00,-1.00,-1.00,-1.00
ROCKETSROCKETSROCKETS,44,"Radial Games Corp, Loren Bednar, Dr. Kimberly Voll, Lindsay Jorgensen",Radial Games Corp,187692,70384,781,3.85,-1.00,-1.00,-1.00
Rail Recon,71,Triggered Studios,"Triggered Studios, NHTV Breda University of Applied Sciences",1564,1172,1172,8.50,-1.00,-1.00,-1.00
Robo's World: The Zarnok Fortress,100,"Bluish-Green Productions, Throw Away Games",Bluish-Green Games Inc.,11209,7560,0,16.00,-1.00,-1.00,-1.00
Zombie Killin',47,BagelMaster5000,SamStar Enterprises Inc.,1043,1570,0,4.00,-1.00,-1.00,-1.00
MegaRace 1,,"Cryo Interactive, Jordan Freeman Group",Microids,4171,1562,778,0.00,-1.00,-1.00,-1.00
Damage: Sadistic Butchering of Humanity,6,Suomi-Peli,Suomi-Peli,1176,784,0,0.80,-1.00,-1.00,-1.00
Dashy Square,74,"Kastriot Sulejmani, Logan Gerrol",KasSanity,19812,13295,0,9.88,-1.00,-1.00,-1.00
ARCADE GAME SERIES: PAC-MAN,47,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,109748,32585,1825,4.25,-1.00,-1.00,-1.00
Gemini: Heroes Reborn,39,Phosphor Games,Phosphor Games,51876,7299,781,3.20,-1.00,-1.00,-1.00
Valdis Story: Abyssal City,62,,Endlessfluff Games,178829,130081,778,6.18,-1.00,-1.00,-1.00
Choice Chamber,24,Studio Bean,Studio Bean,145461,56829,1043,2.08,-1.00,-1.00,-1.00
Void Invaders,71,VoidDev,Black Shell Media,41970,28936,1172,8.28,-1.00,-1.00,-1.00
SiN Episodes: Emergence,,Ritual Entertainment,Ritual Entertainment,233833,52658,778,7.16,-1.00,-1.00,-1.00
Bleeding Kansas,,Histogram Games,Histogram Games,785,785,0,0.00,-1.00,-1.00,-1.00
Super Trashforce,100,Crystal Box Team,Dagestan Technology,2868,0,0,12.00,-1.00,-1.00,-1.00
Psichodelya,2,Ennoble Studios,KISS ltd,88632,53179,14077,0.51,-1.00,-1.00,-1.00
One Final Chaos,100,"Pusselbit, Sweet Studio Labs",A Sweet Studio,1303,781,0,5.00,-1.00,-1.00,-1.00
Scuttlers,,Open Mid Interactive,Open Mid Interactive,785,785,0,0.00,-1.00,-1.00,-1.00
Dying Light,82,Techland,Techland Publishing,2306783,2201989,142333,13.12,-1.00,-1.00,-1.00
Iron Storm,22,Microids,Microids,44316,5474,778,1.86,-1.00,-1.00,-1.00
Shiny,67,Garage 227,1C Company,2354,2354,0,7.50,-1.00,-1.00,-1.00
BIT.TRIP FATE,19,Gaijin Games,Gaijin Games,50051,26329,0,1.74,-1.00,-1.00,-1.00
Mibibli's Quest,97,Ryan Melmoth,Ryan Melmoth,5735,1176,0,35.00,-1.00,-1.00,-1.00
Hover,56,"Midgar Studio, Fusty Game","Playdius, Plug In Digital",36496,31021,778,5.58,-1.00,-1.00,-1.00
ERISLE,6,Expect Studio, Expect Studio ,4432,1952,0,0.80,-1.00,-1.00,-1.00
The Indie Mixtape,78,"Daniel Linssen, Detective, Ditto, Glitchnap, Shark Jump Studios",CDP,5474,2607,0,11.00,-1.00,-1.00,-1.00
Eryi's Action,65,Xtal Sword,Nyu Media,59436,45359,0,7.23,-1.00,-1.00,-1.00
Alien Swarm,92,Valve,Valve,5068719,5068719,22158,19.48,-1.00,-1.00,-1.00
Salvage Op,,D.W.S.,D.W.S.,4953,781,0,0.50,-1.00,-1.00,-1.00
SnarfQuest Tales,,Cellbloc Studios,Cellbloc Studios,1172,1172,0,2.00,-1.00,-1.00,-1.00
Altitude,82,Nimbly Games,Nimbly Games,487477,295614,1171,12.75,-1.00,-1.00,-1.00
ROM: Extraction,25,First Contact Entertainment,First Contact Entertainment,4953,4432,0,2.21,-1.00,-1.00,-1.00
Deserter Simulator,13,Pocket Queries,Zoo Corporation,3389,2868,0,1.37,-1.00,-1.00,-1.00
One Star,1,Spectrum Games,Dagestan Technology,73252,58654,781,0.42,-1.00,-1.00,-1.00
Invaders!,100,Jake Cantrell,Cantrell Solutions,781,781,0,1.00,-1.00,-1.00,-1.00
